ORGANISM_NAME,ORGANISM_ID,STRAIN_IDS,SOURCE,STRAIN_IDENTIFICATION,COLLECT_DATE,COLLECT_COUNTRY,COLLECT_REGION,COLLECT_SPECIE,COLLECT_TISSUE,DRUG_NAME,DRUG_CLASS,DRUG_SUBCLASS,ANTIMICRO,ANTIMICRO_CLASS,BMD_MIC,MIC_UNIT,BMD_BP
Klebsiella pneumoniae,Kp-1168-EG,35,"SRTACity (Alexandria, Egypt)",Collaborator: Klebsiella pneumoniae ssp  pneumoniae  (Vitek),2022-12-31,Egypt,Alexandria,Human,,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,1,ug/mL,S
Klebsiella pneumoniae,Kp-1168-EG,35,"SRTACity (Alexandria, Egypt)",Collaborator: Klebsiella pneumoniae ssp  pneumoniae  (Vitek),2022-12-31,Egypt,Alexandria,Human,,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,16|2,ug/mL|ug/mL,R
Klebsiella pneumoniae,Kp-1168-EG,35,"SRTACity (Alexandria, Egypt)",Collaborator: Klebsiella pneumoniae ssp  pneumoniae  (Vitek),2022-12-31,Egypt,Alexandria,Human,,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>64,ug/mL,R
Klebsiella pneumoniae,Kp-1168-EG,35,"SRTACity (Alexandria, Egypt)",Collaborator: Klebsiella pneumoniae ssp  pneumoniae  (Vitek),2022-12-31,Egypt,Alexandria,Human,,Ampicillin|Sulbactam,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,8|4,ug/mL|ug/mL,S
Klebsiella pneumoniae,Kp-1168-EG,35,"SRTACity (Alexandria, Egypt)",Collaborator: Klebsiella pneumoniae ssp  pneumoniae  (Vitek),2022-12-31,Egypt,Alexandria,Human,,Azithromycin,Transpeptidation,Macrolide,Bacteria,Macrolide,32,ug/mL,R
Klebsiella pneumoniae,Kp-1168-EG,35,"SRTACity (Alexandria, Egypt)",Collaborator: Klebsiella pneumoniae ssp  pneumoniae  (Vitek),2022-12-31,Egypt,Alexandria,Human,,Aztreonam,Beta-lactam,Monobactam,Bacteria,Monobactam,0.125,ug/mL,S
Klebsiella pneumoniae,Kp-1168-EG,35,"SRTACity (Alexandria, Egypt)",Collaborator: Klebsiella pneumoniae ssp  pneumoniae  (Vitek),2022-12-31,Egypt,Alexandria,Human,,Carbenicillin,Beta-lactam,CarboxyPenicillin,Bacteria,Penicillin,>32,ug/mL,
Klebsiella pneumoniae,Kp-1168-EG,35,"SRTACity (Alexandria, Egypt)",Collaborator: Klebsiella pneumoniae ssp  pneumoniae  (Vitek),2022-12-31,Egypt,Alexandria,Human,,Cefalotin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,16,ug/mL,
Klebsiella pneumoniae,Kp-1168-EG,35,"SRTACity (Alexandria, Egypt)",Collaborator: Klebsiella pneumoniae ssp  pneumoniae  (Vitek),2022-12-31,Egypt,Alexandria,Human,,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
Klebsiella pneumoniae,Kp-1168-EG,35,"SRTACity (Alexandria, Egypt)",Collaborator: Klebsiella pneumoniae ssp  pneumoniae  (Vitek),2022-12-31,Egypt,Alexandria,Human,,Colistin,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,0.25,ug/mL,S
Klebsiella pneumoniae,Kp-1168-EG,35,"SRTACity (Alexandria, Egypt)",Collaborator: Klebsiella pneumoniae ssp  pneumoniae  (Vitek),2022-12-31,Egypt,Alexandria,Human,,Cefuroxime,Beta-lactam,Cephalosporin (2ns); Non-extended spectrum,Bacteria,Cephalosporin,4,ug/mL,S
Klebsiella pneumoniae,Kp-1168-EG,35,"SRTACity (Alexandria, Egypt)",Collaborator: Klebsiella pneumoniae ssp  pneumoniae  (Vitek),2022-12-31,Egypt,Alexandria,Human,,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,1,ug/mL,S
Klebsiella pneumoniae,Kp-1168-EG,35,"SRTACity (Alexandria, Egypt)",Collaborator: Klebsiella pneumoniae ssp  pneumoniae  (Vitek),2022-12-31,Egypt,Alexandria,Human,,Netilmicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,0.25,ug/mL,S
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,>64,ug/mL,R
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>64,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Azithromycin,Transpeptidation,Macrolide,Bacteria,Macrolide,>64,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Carbenicillin,Beta-lactam,CarboxyPenicillin,Bacteria,Penicillin,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Doxycycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Fosfomycin,NAM synthesis,Phosphonic Acid,Bacteria,Phosphonic Acid,64,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Minocycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Moxifloxacin,Quinolone,Fluoroquinolone (4th),Bacteria,Fluoroquinolone,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Nalidixic acid,Quinolone,Quinolone (1st),Bacteria,Quinolone,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Netilmicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>64,ug/mL,R
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Nitrofurantoin,NitroAromatic,Nitrofuran,Bacteria,Nitro Aromatic,>128,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Piperacillin,Beta-lactam,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,R
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,64|4,ug/mL|ug/mL,R
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Polymyxin B,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,2,ug/mL,S
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Streptomycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,>64,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Ticarcillin,Beta-lactam,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Tobramycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,>32,ug/mL,R
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>64|1216,ug/mL|ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,>64,ug/mL,R
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Ceftaroline,Beta-lactam,Cephalosporin (5th); anti-MRSA,Bacteria,Cephalosporin,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Levofloxacin,Quinolone,Fluoroquinolone (3rd) antipseudomonal,Bacteria,Fluoroquinolone,>32,ug/mL,R
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>32,ug/mL,R
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|2,ug/mL|ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Ampicillin|Sulbactam,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|4,ug/mL|ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Cefalotin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Cefuroxime,Beta-lactam,Cephalosporin (2ns); Non-extended spectrum,Bacteria,Cephalosporin,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,>32,ug/mL,R
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Aztreonam,Beta-lactam,Monobactam,Bacteria,Monobactam,>64,ug/mL,R
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Colistin,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,1,ug/mL,S
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Cefotaxime,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Chloramphenicol,Peptidyl transferase,Amphenicol,Bacteria,Phenicol,>64,ug/mL,
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Doripenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>32,ug/mL,R
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>32,ug/mL,R
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Ofloxacin,Quinolone,Fluoroquinolone (2nd),Bacteria,Fluoroquinolone,>32,ug/mL,R
Pseudomonas aeruginosa,Pa-1217-NG,761244011,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|2,ug/mL|ug/mL,R
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,4,ug/mL,
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,32,ug/mL,R
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Minocycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Moxifloxacin,Quinolone,Fluoroquinolone (4th),Bacteria,Fluoroquinolone,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,4,ug/mL,R
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Ticarcillin,Beta-lactam,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin,32,ug/mL,
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,32|2,ug/mL|ug/mL,R
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Tobramycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,0.5,ug/mL,S
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Netilmicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,4,ug/mL,S
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Nitrofurantoin,NitroAromatic,Nitrofuran,Bacteria,Nitro Aromatic,>128,ug/mL,
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Ofloxacin,Quinolone,Fluoroquinolone (2nd),Bacteria,Fluoroquinolone,>32,ug/mL,R
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Piperacillin,Beta-lactam,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin,8,ug/mL,I
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>64|1216,ug/mL|ug/mL,
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Polymyxin B,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,0.5,ug/mL,S
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Streptomycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,>64,ug/mL,
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Ampicillin|Sulbactam,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,64|4,ug/mL|ug/mL,
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|2,ug/mL|ug/mL,
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Levofloxacin,Quinolone,Fluoroquinolone (3rd) antipseudomonal,Bacteria,Fluoroquinolone,>32,ug/mL,R
Pseudomonas aeruginosa,Pa-1226-NG,761827402b,"ICL (Lagos, Nigeria)",Collaborator: Pseudomonas aeruginosa (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Nalidixic acid,Quinolone,Quinolone (1st),Bacteria,Quinolone,>32,ug/mL,
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,>64,ug/mL,R
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Cefotaxime,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,R
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,2,ug/mL,S
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Ceftaroline,Beta-lactam,Cephalosporin (5th); anti-MRSA,Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Cefuroxime,Beta-lactam,Cephalosporin (2ns); Non-extended spectrum,Bacteria,Cephalosporin,>32,ug/mL,R
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Chloramphenicol,Peptidyl transferase,Amphenicol,Bacteria,Phenicol,>64,ug/mL,R
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Doripenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,0.0313,ug/mL,S
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Doxycycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Fosfomycin,NAM synthesis,Phosphonic Acid,Bacteria,Phosphonic Acid,64,ug/mL,R
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,1,ug/mL,S
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,0.125,ug/mL,S
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Levofloxacin,Quinolone,Fluoroquinolone (3rd) antipseudomonal,Bacteria,Fluoroquinolone,32,ug/mL,R
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,0.0156,ug/mL,S
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Minocycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,16,ug/mL,R
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Moxifloxacin,Quinolone,Fluoroquinolone (4th),Bacteria,Fluoroquinolone,>32,ug/mL,R
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Netilmicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,64,ug/mL,R
Klebsiella pneumoniae,Kp-1227-NG,761820613,"ICL (Lagos, Nigeria)",Collaborator: Klebsiella pneumoniae (API 20E/20NE),2022-12-31,Nigeria,Lagos,Human,,Nitrofurantoin,NitroAromatic,Nitrofuran,Bacteria,Nitro Aromatic,>128,ug/mL,R
